,id,breed
8124,n02112350_8850,keeshond
8125,n02113978_2798,mexican_hairless
8126,n02096585_8148,boston_bull
8127,n02105505_3541,komondor
8128,n02101006_581,gordon_setter
8129,n02110806_5312,basenji
8130,n02099601_7807,golden_retriever
8131,n02086079_10627,pekinese
8132,n02093428_416,american_staffordshire_terrier
8133,n02111277_8856,newfoundland
8134,n02095314_1116,wire
8135,n02105505_2873,komondor
8136,n02110063_6391,malamute
8137,n02090721_5722,irish_wolfhound
8138,n02113712_1897,miniature_poodle
8139,n02098413_1702,lhasa
8140,n02091032_8369,italian_greyhound
8141,n02087394_9128,rhodesian_ridgeback
8142,n02092002_5462,scottish_deerhound
8143,n02111129_3087,leonberg
8144,n02104365_8398,schipperke
8145,n02086910_1409,papillon
8146,n02105641_3331,old_english_sheepdog
8147,n02108422_5261,bull_mastiff
8148,n02112706_970,brabancon_griffon
8149,n02089867_724,walker_hound
8150,n02099267_4681,flat
8151,n02105641_8556,old_english_sheepdog
8152,n02096177_4902,cairn
8153,n02088364_4281,beagle
8154,n02093428_5635,american_staffordshire_terrier
8155,n02109525_523,saint_bernard
8156,n02111129_5303,leonberg
8157,n02096585_12464,boston_bull
8158,n02092339_707,weimaraner
8159,n02096294_1411,australian_terrier
8160,n02112018_3203,pomeranian
8161,n02095889_3159,sealyham_terrier
8162,n02115641_7181,dingo
8163,n02085782_3052,japanese_spaniel
8164,n02107574_2960,greater_swiss_mountain_dog
8165,n02108422_3795,bull_mastiff
8166,n02090379_4611,redbone
8167,n02107908_5662,appenzeller
8168,n02097474_3570,tibetan_terrier
8169,n02108551_4236,tibetan_mastiff
8170,n02088238_13036,basset
8171,n02106166_1056,border_collie
8172,n02102480_4698,sussex_spaniel
8173,n02095889_6387,sealyham_terrier
8174,n02113023_14104,pembroke
8175,n02088094_2559,afghan_hound
8176,n02111129_1497,leonberg
8177,n02108000_972,entlebucher
8178,n02096051_2256,airedale
8179,n02111277_6410,newfoundland
8180,n02100735_10114,english_setter
8181,n02094433_8419,yorkshire_terrier
8182,n02115641_7013,dingo
8183,n02107683_215,bernese_mountain_dog
8184,n02107142_1901,doberman
8185,n02107908_8207,appenzeller
8186,n02086646_3565,blenheim_spaniel
8187,n02097474_4795,tibetan_terrier
8188,n02098105_2455,soft
8189,n02099267_1753,flat
8190,n02112137_2028,chow
8191,n02110958_13721,pug
8192,n02113712_10525,miniature_poodle
8193,n02095314_2609,wire
8194,n02108000_3113,entlebucher
8195,n02097474_32,tibetan_terrier
8196,n02091467_272,norwegian_elkhound
8197,n02108915_10564,french_bulldog
8198,n02111889_5602,samoyed
8199,n02097047_1392,miniature_schnauzer
8200,n02115641_6509,dingo
8201,n02088364_7927,beagle
8202,n02111500_7139,great_pyrenees
8203,n02096294_836,australian_terrier
8204,n02088238_1261,basset
8205,n02091635_3916,otterhound
8206,n02106166_3395,border_collie
8207,n02099429_3023,curly
8208,n02099601_5544,golden_retriever
8209,n02091244_2407,ibizan_hound
8210,n02100583_7522,vizsla
8211,n02098413_2582,lhasa
8212,n02112018_2811,pomeranian
8213,n02099267_3097,flat
8214,n02095570_2639,lakeland_terrier
8215,n02099267_3405,flat
8216,n02094258_1036,norwich_terrier
8217,n02091831_13566,saluki
8218,n02105505_2043,komondor
8219,n02108089_1571,boxer
8220,n02111889_1735,samoyed
8221,n02112018_11641,pomeranian
8222,n02116738_4335,african_hunting_dog
8223,n02085936_1739,maltese_dog
8224,n02098286_6205,west_highland_white_terrier
8225,n02100583_12308,vizsla
8226,n02096437_1171,dandie_dinmont
8227,n02099849_4498,chesapeake_bay_retriever
8228,n02096051_8892,airedale
8229,n02091831_2288,saluki
8230,n02102480_6922,sussex_spaniel
8231,n02096177_1667,cairn
8232,n02099712_511,labrador_retriever
8233,n02106662_21348,german_shepherd
8234,n02105056_3471,groenendael
8235,n02110627_8071,affenpinscher
8236,n02089867_1882,walker_hound
8237,n02107683_3467,bernese_mountain_dog
8238,n02112018_13930,pomeranian
8239,n02086240_6882,shih
8240,n02107142_3412,doberman
8241,n02095889_4725,sealyham_terrier
8242,n02108000_1011,entlebucher
8243,n02094258_3610,norwich_terrier
8244,n02096585_342,boston_bull
8245,n02110627_4275,affenpinscher
8246,n02116738_5953,african_hunting_dog
8247,n02106166_6569,border_collie
8248,n02087046_568,toy_terrier
8249,n02098413_643,lhasa
8250,n02090379_5182,redbone
8251,n02088094_1145,afghan_hound
8252,n02105162_957,malinois
8253,n02107908_6366,appenzeller
8254,n02105056_143,groenendael
8255,n02091244_4221,ibizan_hound
8256,n02091635_452,otterhound
8257,n02096585_11836,boston_bull
8258,n02096177_143,cairn
8259,n02090721_448,irish_wolfhound
8260,n02105855_2853,shetland_sheepdog
8261,n02111500_8721,great_pyrenees
8262,n02102973_99,irish_water_spaniel
8263,n02089973_1303,english_foxhound
8264,n02094433_2053,yorkshire_terrier
8265,n02105855_190,shetland_sheepdog
8266,n02105056_5145,groenendael
8267,n02112350_1050,keeshond
8268,n02097209_4183,standard_schnauzer
8269,n02091635_699,otterhound
8270,n02085936_5404,maltese_dog
8271,n02102040_4835,english_springer
8272,n02092339_3354,weimaraner
8273,n02113186_7215,cardigan
8274,n02109961_2532,eskimo_dog
8275,n02093428_640,american_staffordshire_terrier
8276,n02097658_11313,silky_terrier
8277,n02091244_3864,ibizan_hound
8278,n02091467_1588,norwegian_elkhound
8279,n02106662_9994,german_shepherd
8280,n02092002_296,scottish_deerhound
8281,n02090721_2351,irish_wolfhound
8282,n02111889_2650,samoyed
8283,n02110806_4488,basenji
8284,n02088238_12997,basset
8285,n02098286_3995,west_highland_white_terrier
8286,n02088466_9242,bloodhound
8287,n02091134_689,whippet
8288,n02110958_4993,pug
8289,n02091635_3615,otterhound
8290,n02111889_928,samoyed
8291,n02091134_16062,whippet
8292,n02099712_5648,labrador_retriever
8293,n02107683_698,bernese_mountain_dog
8294,n02110185_6263,siberian_husky
8295,n02098413_2639,lhasa
8296,n02086079_9756,pekinese
8297,n02105056_1018,groenendael
8298,n02101388_3344,brittany_spaniel
8299,n02091032_1400,italian_greyhound
8300,n02106550_4339,rottweiler
8301,n02108915_3640,french_bulldog
8302,n02091134_13356,whippet
8303,n02108915_716,french_bulldog
8304,n02093991_3783,irish_terrier
8305,n02105641_1673,old_english_sheepdog
8306,n02091134_15713,whippet
8307,n02090622_4797,borzoi
8308,n02090622_7100,borzoi
8309,n02092002_2269,scottish_deerhound
8310,n02112706_1700,brabancon_griffon
8311,n02105505_4070,komondor
8312,n02091467_3389,norwegian_elkhound
8313,n02113624_2508,toy_poodle
8314,n02097474_5571,tibetan_terrier
8315,n02094433_478,yorkshire_terrier
8316,n02106166_1246,border_collie
8317,n02086910_7426,papillon
8318,n02085782_3158,japanese_spaniel
8319,n02091244_2871,ibizan_hound
8320,n02110958_6598,pug
8321,n02106166_943,border_collie
8322,n02097474_1531,tibetan_terrier
8323,n02109047_17629,great_dane
8324,n02101388_9597,brittany_spaniel
8325,n02087394_4459,rhodesian_ridgeback
8326,n02110185_5622,siberian_husky
8327,n02104029_951,kuvasz
8328,n02097298_508,scotch_terrier
8329,n02101556_1116,clumber
8330,n02098286_43,west_highland_white_terrier
8331,n02089973_3982,english_foxhound
8332,n02093256_7830,staffordshire_bullterrier
8333,n02102040_6603,english_springer
8334,n02112706_643,brabancon_griffon
8335,n02106030_2548,collie
8336,n02108551_5830,tibetan_mastiff
8337,n02110063_1581,malamute
8338,n02100583_4473,vizsla
8339,n02113624_983,toy_poodle
8340,n02097298_1410,scotch_terrier
8341,n02093991_3918,irish_terrier
8342,n02113978_3249,mexican_hairless
8343,n02089973_2509,english_foxhound
8344,n02106382_4789,bouvier_des_flandres
8345,n02088364_13630,beagle
8346,n02102318_2048,cocker_spaniel
8347,n02087046_178,toy_terrier
8348,n02088466_8039,bloodhound
8349,n02102480_3108,sussex_spaniel
8350,n02093256_2737,staffordshire_bullterrier
8351,n02093754_7707,border_terrier
8352,n02109961_8185,eskimo_dog
8353,n02088094_9220,afghan_hound
8354,n02096437_3319,dandie_dinmont
8355,n02107142_413,doberman
8356,n02101556_4386,clumber
8357,n02091134_12476,whippet
8358,n02110806_1485,basenji
8359,n02090379_1754,redbone
8360,n02105162_9368,malinois
8361,n02091467_7363,norwegian_elkhound
8362,n02107312_6683,miniature_pinscher
8363,n02094114_3667,norfolk_terrier
8364,n02095889_2733,sealyham_terrier
8365,n02102480_5514,sussex_spaniel
8366,n02113799_7130,standard_poodle
8367,n02095889_2897,sealyham_terrier
8368,n02106382_1173,bouvier_des_flandres
8369,n02099849_2462,chesapeake_bay_retriever
8370,n02088094_5559,afghan_hound
8371,n02107908_3450,appenzeller
8372,n02108915_3398,french_bulldog
8373,n02096051_1723,airedale
8374,n02113978_838,mexican_hairless
8375,n02087046_5701,toy_terrier
8376,n02088632_1176,bluetick
8377,n02086240_5976,shih
8378,n02105641_1921,old_english_sheepdog
8379,n02091467_1905,norwegian_elkhound
8380,n02107908_4247,appenzeller
8381,n02091831_699,saluki
8382,n02100877_6728,irish_setter
8383,n02100877_4699,irish_setter
8384,n02085782_186,japanese_spaniel
8385,n02090379_5409,redbone
8386,n02088466_7670,bloodhound
8387,n02105056_4356,groenendael
8388,n02097298_6110,scotch_terrier
8389,n02102480_8279,sussex_spaniel
8390,n02111277_6402,newfoundland
8391,n02106382_3437,bouvier_des_flandres
8392,n02088466_10545,bloodhound
8393,n02110063_6083,malamute
8394,n02099429_2392,curly
8395,n02112018_4597,pomeranian
8396,n02096437_871,dandie_dinmont
8397,n02097658_758,silky_terrier
8398,n02096051_982,airedale
8399,n02093647_1235,bedlington_terrier
8400,n02091467_4558,norwegian_elkhound
8401,n02108000_3205,entlebucher
8402,n02098286_1254,west_highland_white_terrier
8403,n02099267_4278,flat
8404,n02097658_9723,silky_terrier
8405,n02086079_17886,pekinese
8406,n02104365_6732,schipperke
8407,n02099849_3645,chesapeake_bay_retriever
8408,n02106166_2419,border_collie
8409,n02109525_8704,saint_bernard
8410,n02099849_4549,chesapeake_bay_retriever
8411,n02088364_13809,beagle
8412,n02105056_6998,groenendael
8413,n02099712_2938,labrador_retriever
8414,n02088238_10110,basset
8415,n02102177_1128,welsh_springer_spaniel
8416,n02109961_4182,eskimo_dog
8417,n02112137_9415,chow
8418,n02102480_7417,sussex_spaniel
8419,n02108422_1305,bull_mastiff
8420,n02098413_2974,lhasa
8421,n02094258_3298,norwich_terrier
8422,n02105641_11628,old_english_sheepdog
8423,n02099712_3988,labrador_retriever
8424,n02090622_7615,borzoi
8425,n02101556_6842,clumber
8426,n02096437_3289,dandie_dinmont
8427,n02091032_10314,italian_greyhound
8428,n02100236_3649,german_short
8429,n02088632_597,bluetick
8430,n02099849_2300,chesapeake_bay_retriever
8431,n02105162_2168,malinois
8432,n02115641_2788,dingo
8433,n02097298_3968,scotch_terrier
8434,n02112018_5208,pomeranian
8435,n02086910_3671,papillon
8436,n02113978_2286,mexican_hairless
8437,n02096437_4184,dandie_dinmont
8438,n02105855_154,shetland_sheepdog
8439,n02097047_2418,miniature_schnauzer
8440,n02093991_727,irish_terrier
8441,n02086079_1591,pekinese
8442,n02088364_2415,beagle
8443,n02101006_3026,gordon_setter
8444,n02104029_3942,kuvasz
8445,n02102480_8030,sussex_spaniel
8446,n02109047_12916,great_dane
8447,n02099429_2776,curly
8448,n02105056_4173,groenendael
8449,n02111500_1314,great_pyrenees
8450,n02116738_8669,african_hunting_dog
8451,n02101006_2468,gordon_setter
8452,n02107312_4845,miniature_pinscher
8453,n02104029_852,kuvasz
8454,n02093647_3079,bedlington_terrier
8455,n02095889_5212,sealyham_terrier
8456,n02110185_931,siberian_husky
8457,n02091831_10215,saluki
8458,n02086240_11085,shih
8459,n02110063_12597,malamute
8460,n02099849_263,chesapeake_bay_retriever
8461,n02104029_3378,kuvasz
8462,n02105056_2194,groenendael
8463,n02096437_429,dandie_dinmont
8464,n02092002_5936,scottish_deerhound
8465,n02086240_5536,shih
8466,n02085936_7345,maltese_dog
8467,n02096177_1732,cairn
8468,n02109525_7497,saint_bernard
8469,n02092002_7165,scottish_deerhound
8470,n02092339_110,weimaraner
8471,n02091467_4827,norwegian_elkhound
8472,n02094433_7464,yorkshire_terrier
8473,n02105412_5395,kelpie
8474,n02096051_8613,airedale
8475,n02091635_965,otterhound
8476,n02108000_1547,entlebucher
8477,n02112706_1569,brabancon_griffon
8478,n02093647_356,bedlington_terrier
8479,n02091134_18902,whippet
8480,n02113624_2727,toy_poodle
8481,n02110806_3415,basenji
8482,n02108089_1104,boxer
8483,n02115641_592,dingo
8484,n02111889_6419,samoyed
8485,n02089973_3426,english_foxhound
8486,n02085936_9086,maltese_dog
8487,n02097658_6726,silky_terrier
8488,n02097474_6298,tibetan_terrier
8489,n02107142_15810,doberman
8490,n02097047_5205,miniature_schnauzer
8491,n02089078_1680,black
8492,n02088364_6547,beagle
8493,n02113023_9306,pembroke
8494,n02085936_5466,maltese_dog
8495,n02110806_487,basenji
8496,n02086240_1370,shih
8497,n02102318_873,cocker_spaniel
8498,n02104365_1841,schipperke
8499,n02099267_720,flat
8500,n02091244_4879,ibizan_hound
8501,n02092002_10699,scottish_deerhound
8502,n02113023_6341,pembroke
8503,n02098286_92,west_highland_white_terrier
8504,n02093859_1166,kerry_blue_terrier
8505,n02108089_1560,boxer
8506,n02087394_1729,rhodesian_ridgeback
8507,n02098105_2462,soft
8508,n02089973_2300,english_foxhound
8509,n02094258_1187,norwich_terrier
8510,n02109525_2681,saint_bernard
8511,n02088632_2174,bluetick
8512,n02092002_7751,scottish_deerhound
8513,n02099712_7481,labrador_retriever
8514,n02113712_9629,miniature_poodle
8515,n02095570_2127,lakeland_terrier
8516,n02113978_3804,mexican_hairless
8517,n02111500_5935,great_pyrenees
8518,n02111500_4590,great_pyrenees
8519,n02090379_4918,redbone
8520,n02096437_1054,dandie_dinmont
8521,n02116738_2329,african_hunting_dog
8522,n02085782_50,japanese_spaniel
8523,n02111889_6356,samoyed
8524,n02107683_4727,bernese_mountain_dog
8525,n02093256_1939,staffordshire_bullterrier
8526,n02090622_3156,borzoi
8527,n02086240_7454,shih
8528,n02096177_1344,cairn
8529,n02100735_7838,english_setter
8530,n02110627_1844,affenpinscher
8531,n02111500_4696,great_pyrenees
8532,n02115641_10286,dingo
8533,n02088364_17258,beagle
8534,n02086910_3338,papillon
8535,n02086079_22136,pekinese
8536,n02088632_4332,bluetick
8537,n02110185_12748,siberian_husky
8538,n02093754_3725,border_terrier
8539,n02100735_10201,english_setter
8540,n02113624_4045,toy_poodle
8541,n02096051_3665,airedale
8542,n02109525_10805,saint_bernard
8543,n02096437_3603,dandie_dinmont
8544,n02088238_10072,basset
8545,n02107908_5402,appenzeller
8546,n02088466_6984,bloodhound
8547,n02090721_1540,irish_wolfhound
8548,n02090622_8303,borzoi
8549,n02106166_1236,border_collie
8550,n02102480_4322,sussex_spaniel
8551,n02108551_13756,tibetan_mastiff
8552,n02105412_7264,kelpie
8553,n02097474_4907,tibetan_terrier
8554,n02110806_4322,basenji
8555,n02107908_314,appenzeller
8556,n02087046_2316,toy_terrier
8557,n02086079_7027,pekinese
8558,n02088238_9590,basset
8559,n02107142_607,doberman
8560,n02095889_6045,sealyham_terrier
8561,n02100236_185,german_short
8562,n02107142_15936,doberman
8563,n02102040_3668,english_springer
8564,n02115913_3854,dhole
8565,n02092339_3837,weimaraner
8566,n02106166_1031,border_collie
8567,n02088466_7344,bloodhound
8568,n02108000_1948,entlebucher
8569,n02094433_2375,yorkshire_terrier
8570,n02091134_2665,whippet
8571,n02106166_2000,border_collie
8572,n02088094_3630,afghan_hound
8573,n02091467_1315,norwegian_elkhound
8574,n02100236_2591,german_short
8575,n02095314_2460,wire
8576,n02097298_13186,scotch_terrier
8577,n02102040_7262,english_springer
8578,n02085782_626,japanese_spaniel
8579,n02088094_1270,afghan_hound
8580,n02115641_504,dingo
8581,n02089973_1890,english_foxhound
8582,n02091831_7393,saluki
8583,n02100735_4079,english_setter
8584,n02102973_3287,irish_water_spaniel
8585,n02105412_7256,kelpie
8586,n02087046_7492,toy_terrier
8587,n02106382_1731,bouvier_des_flandres
8588,n02089867_2433,walker_hound
8589,n02093754_687,border_terrier
8590,n02101556_8148,clumber
8591,n02092339_176,weimaraner
8592,n02087394_5552,rhodesian_ridgeback
8593,n02093991_942,irish_terrier
8594,n02106662_21715,german_shepherd
8595,n02116738_2344,african_hunting_dog
8596,n02087046_5756,toy_terrier
8597,n02112706_1418,brabancon_griffon
8598,n02091032_9131,italian_greyhound
8599,n02089078_4497,black
8600,n02095889_1724,sealyham_terrier
8601,n02092002_817,scottish_deerhound
8602,n02094114_4537,norfolk_terrier
8603,n02087394_4603,rhodesian_ridgeback
8604,n02111889_5965,samoyed
8605,n02111889_2544,samoyed
8606,n02109961_13077,eskimo_dog
8607,n02102973_399,irish_water_spaniel
8608,n02089078_3932,black
8609,n02098286_733,west_highland_white_terrier
8610,n02110806_884,basenji
8611,n02108000_1073,entlebucher
8612,n02111277_470,newfoundland
8613,n02105251_5641,briard
8614,n02088364_12756,beagle
8615,n02097047_2002,miniature_schnauzer
8616,n02099429_3253,curly
8617,n02099712_7937,labrador_retriever
8618,n02088364_15082,beagle
8619,n02090379_3011,redbone
8620,n02112018_8745,pomeranian
8621,n02096051_668,airedale
8622,n02094114_2125,norfolk_terrier
8623,n02109525_10374,saint_bernard
8624,n02086910_7837,papillon
8625,n02100583_9902,vizsla
8626,n02093754_7109,border_terrier
8627,n02093991_2437,irish_terrier
8628,n02099601_7993,golden_retriever
8629,n02088238_12293,basset
8630,n02111889_1714,samoyed
8631,n02111129_367,leonberg
8632,n02104365_6798,schipperke
8633,n02088364_2502,beagle
8634,n02088238_1454,basset
8635,n02096437_335,dandie_dinmont
8636,n02113186_2617,cardigan
8637,n02104365_8161,schipperke
8638,n02086079_3402,pekinese
8639,n02091467_3880,norwegian_elkhound
8640,n02101556_5156,clumber
8641,n02094433_2882,yorkshire_terrier
8642,n02096177_622,cairn
8643,n02115913_3998,dhole
8644,n02098413_17759,lhasa
8645,n02110063_6636,malamute
8646,n02105641_4997,old_english_sheepdog
8647,n02095314_1884,wire
8648,n02093859_345,kerry_blue_terrier
8649,n02115641_6772,dingo
8650,n02100735_3185,english_setter
8651,n02108089_10774,boxer
8652,n02086646_1688,blenheim_spaniel
8653,n02097658_188,silky_terrier
8654,n02113978_1746,mexican_hairless
8655,n02111889_16434,samoyed
8656,n02086910_3795,papillon
8657,n02109525_444,saint_bernard
8658,n02108000_3173,entlebucher
8659,n02113712_3161,miniature_poodle
8660,n02110185_9194,siberian_husky
8661,n02111277_399,newfoundland
8662,n02102480_41,sussex_spaniel
8663,n02089078_4186,black
8664,n02102480_7676,sussex_spaniel
8665,n02113978_468,mexican_hairless
8666,n02113624_1844,toy_poodle
8667,n02096051_7762,airedale
8668,n02093991_2969,irish_terrier
8669,n02113186_3169,cardigan
8670,n02111889_3221,samoyed
8671,n02087046_1666,toy_terrier
8672,n02107908_7690,appenzeller
8673,n02109525_7336,saint_bernard
8674,n02109961_4369,eskimo_dog
8675,n02088094_1410,afghan_hound
8676,n02087394_9678,rhodesian_ridgeback
8677,n02111500_8867,great_pyrenees
8678,n02097130_1193,giant_schnauzer
8679,n02112018_5888,pomeranian
8680,n02108915_5458,french_bulldog
8681,n02105412_7326,kelpie
8682,n02089867_3133,walker_hound
8683,n02113624_1576,toy_poodle
8684,n02098413_5409,lhasa
8685,n02091244_3320,ibizan_hound
8686,n02087046_5499,toy_terrier
8687,n02112018_904,pomeranian
8688,n02097209_2087,standard_schnauzer
8689,n02107683_6660,bernese_mountain_dog
8690,n02089867_883,walker_hound
8691,n02087046_4426,toy_terrier
8692,n02105641_1362,old_english_sheepdog
8693,n02108551_2111,tibetan_mastiff
8694,n02105162_7041,malinois
8695,n02112018_3033,pomeranian
8696,n02112018_1389,pomeranian
8697,n02086079_16313,pekinese
8698,n02089078_2174,black
8699,n02106550_10552,rottweiler
8700,n02107683_3512,bernese_mountain_dog
8701,n02104365_2435,schipperke
8702,n02085620_9351,chihuahua
8703,n02088094_3856,afghan_hound
8704,n02105855_3255,shetland_sheepdog
8705,n02100877_5998,irish_setter
8706,n02089078_237,black
8707,n02102480_7580,sussex_spaniel
8708,n02091831_4246,saluki
8709,n02102973_746,irish_water_spaniel
8710,n02116738_10476,african_hunting_dog
8711,n02108000_2498,entlebucher
8712,n02113023_4373,pembroke
8713,n02101006_1814,gordon_setter
8714,n02099267_862,flat
8715,n02093991_2874,irish_terrier
8716,n02102040_858,english_springer
8717,n02111500_250,great_pyrenees
8718,n02107908_4891,appenzeller
8719,n02110958_4043,pug
8720,n02106662_15666,german_shepherd
8721,n02098286_4708,west_highland_white_terrier
8722,n02085782_4590,japanese_spaniel
8723,n02108422_4064,bull_mastiff
8724,n02105641_7727,old_english_sheepdog
8725,n02088364_14369,beagle
8726,n02098286_5979,west_highland_white_terrier
8727,n02096177_2958,cairn
8728,n02089078_3134,black
8729,n02086910_6317,papillon
8730,n02092002_1727,scottish_deerhound
8731,n02107683_4907,bernese_mountain_dog
8732,n02085936_5459,maltese_dog
8733,n02093647_1201,bedlington_terrier
8734,n02109961_467,eskimo_dog
8735,n02100583_12676,vizsla
8736,n02088238_13720,basset
8737,n02094258_2732,norwich_terrier
8738,n02106382_1736,bouvier_des_flandres
8739,n02096437_148,dandie_dinmont
8740,n02093256_1546,staffordshire_bullterrier
8741,n02113712_347,miniature_poodle
8742,n02097047_6627,miniature_schnauzer
8743,n02091244_1076,ibizan_hound
8744,n02094114_4238,norfolk_terrier
8745,n02090721_2083,irish_wolfhound
8746,n02093754_2425,border_terrier
8747,n02088094_5244,afghan_hound
8748,n02115913_1060,dhole
8749,n02102040_350,english_springer
8750,n02113023_4310,pembroke
8751,n02088632_2099,bluetick
8752,n02097658_3140,silky_terrier
8753,n02096437_820,dandie_dinmont
8754,n02093256_2748,staffordshire_bullterrier
8755,n02096437_1385,dandie_dinmont
8756,n02105056_1613,groenendael
8757,n02085936_2693,maltese_dog
8758,n02108915_3202,french_bulldog
8759,n02085782_17,japanese_spaniel
8760,n02093859_3238,kerry_blue_terrier
8761,n02106382_1381,bouvier_des_flandres
8762,n02112706_1518,brabancon_griffon
8763,n02106030_8280,collie
8764,n02113023_2054,pembroke
8765,n02091831_3310,saluki
8766,n02115913_262,dhole
8767,n02093428_3092,american_staffordshire_terrier
8768,n02116738_5697,african_hunting_dog
8769,n02099601_1633,golden_retriever
8770,n02091032_1248,italian_greyhound
8771,n02093859_3319,kerry_blue_terrier
8772,n02113023_5362,pembroke
8773,n02112706_223,brabancon_griffon
8774,n02089078_3088,black
8775,n02107312_5862,miniature_pinscher
8776,n02109525_6215,saint_bernard
8777,n02113978_2446,mexican_hairless
8778,n02111500_26,great_pyrenees
8779,n02089078_1617,black
8780,n02105505_3050,komondor
8781,n02112137_6709,chow
8782,n02105056_7355,groenendael
8783,n02101556_6054,clumber
8784,n02111500_4758,great_pyrenees
8785,n02096294_8255,australian_terrier
8786,n02108089_540,boxer
8787,n02113799_2187,standard_poodle
8788,n02111889_8839,samoyed
8789,n02086910_8120,papillon
8790,n02087046_2819,toy_terrier
8791,n02106166_1133,border_collie
8792,n02096585_1992,boston_bull
8793,n02086910_6682,papillon
8794,n02087046_4856,toy_terrier
8795,n02086079_6096,pekinese
8796,n02113023_4256,pembroke
8797,n02091635_4175,otterhound
8798,n02098105_1204,soft
8799,n02097298_9756,scotch_terrier
8800,n02109525_2369,saint_bernard
8801,n02111277_2731,newfoundland
8802,n02097298_7932,scotch_terrier
8803,n02087394_9973,rhodesian_ridgeback
8804,n02089867_2602,walker_hound
8805,n02106550_5752,rottweiler
8806,n02102177_2365,welsh_springer_spaniel
8807,n02092002_3867,scottish_deerhound
8808,n02095314_1100,wire
8809,n02111277_4317,newfoundland
8810,n02091831_12945,saluki
8811,n02092002_1592,scottish_deerhound
8812,n02110627_13221,affenpinscher
8813,n02111277_3951,newfoundland
8814,n02095889_2944,sealyham_terrier
8815,n02086240_6477,shih
8816,n02110185_8748,siberian_husky
8817,n02112706_1230,brabancon_griffon
8818,n02092002_1242,scottish_deerhound
8819,n02096177_9585,cairn
8820,n02091032_708,italian_greyhound
8821,n02102973_2763,irish_water_spaniel
8822,n02087046_2140,toy_terrier
8823,n02093647_2326,bedlington_terrier
8824,n02096585_11614,boston_bull
8825,n02108089_1003,boxer
8826,n02108551_7523,tibetan_mastiff
8827,n02113624_1559,toy_poodle
8828,n02094114_876,norfolk_terrier
8829,n02106662_248,german_shepherd
8830,n02095314_3295,wire
8831,n02091134_10521,whippet
8832,n02113712_5616,miniature_poodle
8833,n02085782_313,japanese_spaniel
8834,n02099601_7803,golden_retriever
8835,n02086646_2498,blenheim_spaniel
8836,n02093428_2576,american_staffordshire_terrier
8837,n02113799_2648,standard_poodle
8838,n02111129_372,leonberg
8839,n02106030_17586,collie
8840,n02113799_525,standard_poodle
8841,n02097474_7790,tibetan_terrier
8842,n02112350_8604,keeshond
8843,n02105251_4027,briard
8844,n02088364_11930,beagle
8845,n02095889_1854,sealyham_terrier
8846,n02105056_3294,groenendael
8847,n02086646_380,blenheim_spaniel
8848,n02106030_17819,collie
8849,n02094114_1198,norfolk_terrier
8850,n02100735_3458,english_setter
8851,n02093428_9513,american_staffordshire_terrier
8852,n02093647_99,bedlington_terrier
8853,n02108915_2835,french_bulldog
8854,n02100735_4195,english_setter
8855,n02093647_3414,bedlington_terrier
8856,n02109047_2859,great_dane
8857,n02096437_3349,dandie_dinmont
8858,n02086240_3961,shih
8859,n02085620_1765,chihuahua
8860,n02100735_10211,english_setter
8861,n02105641_5776,old_english_sheepdog
8862,n02093256_3190,staffordshire_bullterrier
8863,n02098413_2607,lhasa
8864,n02108551_2611,tibetan_mastiff
8865,n02092002_4596,scottish_deerhound
8866,n02088094_5855,afghan_hound
8867,n02087046_1703,toy_terrier
8868,n02096437_4384,dandie_dinmont
8869,n02112137_5548,chow
8870,n02113023_4544,pembroke
8871,n02110627_12808,affenpinscher
8872,n02109525_1972,saint_bernard
8873,n02087046_4455,toy_terrier
8874,n02101006_680,gordon_setter
8875,n02112018_9791,pomeranian
8876,n02091831_5596,saluki
8877,n02099267_1989,flat
8878,n02105641_6350,old_english_sheepdog
8879,n02104365_9309,schipperke
8880,n02086910_5396,papillon
8881,n02097298_10676,scotch_terrier
8882,n02093428_1291,american_staffordshire_terrier
8883,n02091032_1457,italian_greyhound
8884,n02112137_1005,chow
8885,n02093256_5791,staffordshire_bullterrier
8886,n02106382_1036,bouvier_des_flandres
8887,n02085936_10610,maltese_dog
8888,n02105412_3628,kelpie
8889,n02098286_2685,west_highland_white_terrier
8890,n02107142_9772,doberman
8891,n02091831_7665,saluki
8892,n02094258_3329,norwich_terrier
8893,n02112018_1158,pomeranian
8894,n02099267_4494,flat
8895,n02093859_639,kerry_blue_terrier
8896,n02116738_3692,african_hunting_dog
8897,n02106166_7282,border_collie
8898,n02099849_977,chesapeake_bay_retriever
8899,n02116738_2482,african_hunting_dog
8900,n02086079_5590,pekinese
8901,n02108915_3369,french_bulldog
8902,n02107683_5204,bernese_mountain_dog
8903,n02088238_9922,basset
8904,n02088632_140,bluetick
8905,n02086240_30,shih
8906,n02090721_6999,irish_wolfhound
8907,n02099601_118,golden_retriever
8908,n02102318_11865,cocker_spaniel
8909,n02094114_2537,norfolk_terrier
8910,n02100583_6994,vizsla
8911,n02099429_935,curly
8912,n02088466_7162,bloodhound
8913,n02097047_5223,miniature_schnauzer
8914,n02098105_3989,soft
8915,n02102318_422,cocker_spaniel
8916,n02107908_7267,appenzeller
8917,n02090721_2725,irish_wolfhound
8918,n02099429_3213,curly
8919,n02116738_8403,african_hunting_dog
